"y","x1","x2","x3","x4"
-0.14306,-0.071295,-0.093156,-0.15178,-0.34659
-0.1301,0.052257,2.0352,0.095731,-2.8455
-0.10417,-0.15733,-0.32625,0.37887,-0.54702
-0.0912,-0.83674,-0.030836,0.088365,0.10943
-0.078234,-0.48267,-0.80207,0.73774,-0.1004
-0.052303,-1.1294,-0.62954,-0.52758,1.6005
-0.039337,1.4376,0.15142,1.9641,-4.1464
-0.013406,0.4782,0.96612,-1.2305,-0.89522
-0.0004401,-0.17018,0.69177,1.4254,-2.5791
0.012526,1.1763,1.012,-0.67744,-2.1691
0.038457,-0.87573,1.1391,0.86956,-1.7899
0.051423,-0.70678,-0.69963,0.38313,0.36421
0.077354,-0.53348,-0.59961,1.6141,-1.1106
0.09032,0.16999,-1.0697,-1.0583,1.2821
0.10329,1.0796,-0.010854,0.95913,-2.6483
0.12922,-0.25581,0.39336,-0.075218,-0.72794
0.14218,0.53758,-0.003508,-0.66864,-0.53035
0.15515,0.85498,-0.83811,-1.3397,0.65082
0.18108,1.3415,-0.23319,1.0192,-2.7418
0.19405,0.35916,-0.26446,-1.4583,0.67933
0.21998,-0.32651,-0.0062508,-2.0958,1.7186
0.23294,-0.021998,1.8979,-0.054244,-2.488
0.24591,1.2349,0.73479,0.06565,-2.6755
0.27184,1.381,-0.78412,0.76798,-1.9823
0.28481,0.39327,-0.78277,0.64269,-0.88896
0.31074,0.3545,0.020683,0.39876,-1.4183
0.3237,0.51973,-1.0292,1.4514,-1.5571
0.33667,-1.074,1.6477,-0.86366,-0.40991
0.3626,0.74109,1.1301,-1.3399,-1.2115
0.37556,0.70982,0.30166,0.099003,-1.7568
0.4015,-0.47088,-1.8488,0.57646,1.0959
0.41446,0.40609,0.29576,1.6933,-3.0111
0.42743,-0.69897,0.16973,-1.2493,1.0808
0.45336,-2.4265,-0.20375,0.475,1.4696
0.46632,-0.57595,-1.633,-0.092577,1.637
0.47929,0.82111,0.47925,-0.59403,-1.3667
0.50522,0.86822,-0.82974,-0.1938,-0.49125
0.51819,1.1173,0.26328,-0.63207,-1.4044
0.54412,1.6001,0.83447,-1.1171,-1.9783
0.55708,1.1899,-0.4303,0.69977,-2.0825
0.57005,0.76302,-0.30738,-1.1599,0.032997
0.59598,0.093963,-0.010753,1.1138,-1.8296
0.60895,-1.5621,-0.059544,-0.70458,1.6276
0.63488,-0.20607,-0.38494,1.5803,-1.6151
0.64784,-0.39182,-0.51555,-1.298,1.5136
0.69971,-0.12571,1.0842,-0.59512,-1.0406
0.7775,-1.2888,-0.37883,-0.010199,0.99985
0.79047,1.1333,0.64464,-0.34985,-2.0787
0.84233,-0.6135,0.62531,1.6559,-2.3015
-2.7108,0.065871,-0.46691,-1.8121,1.5296
-2.6849,-1.6778,-1.2207,-0.33526,2.5578
-2.6719,-0.0022695,0.23909,0.26436,-1.1424
-2.659,0.48689,-0.84469,-0.92554,0.62715
-2.633,0.94552,-0.54631,0.23486,-1.2584
-2.6201,0.90029,1.7231,-2.8649,-0.45924
-2.5941,0.79665,-0.25661,1.1437,-2.2913
-2.5812,0.35456,-1.3427,0.23013,0.1268
-2.5682,1.3559,-0.11585,0.75207,-2.6
-2.3608,-0.48671,0.18142,0.49467,-0.83292
-2.1533,1.7307,0.079819,-0.63536,-1.8083
-2.1274,-1.0284,-0.76929,-2.4447,3.5286
-2.1144,0.41608,-0.503,-0.3683,-0.19091
-2.1014,0.086963,-0.80843,-1.1063,1.1612
-1.6088,-0.21826,0.8458,1.5427,-2.7886
-1.5958,-0.0069215,-1.5081,-0.25275,1.1208
-1.5569,-0.28894,0.24075,0.45519,-1.0485
-1.518,0.62248,0.78872,-0.14169,-1.9116
-0.44184,0.69838,0.13897,0.3633,-1.8283
-0.41591,1.1861,-0.50542,0.15649,-1.4596
-0.40294,-1.048,0.58953,1.7073,-1.8758
-0.38998,-0.34053,0.24075,1.3657,-1.8882
-0.36404,-0.86893,-0.9927,0.072748,1.1338
-0.35108,-0.62629,1.0832,-0.74129,-0.39155
-0.32515,-0.61045,-0.12745,1.0654,-0.95943
-0.31218,-0.35222,0.6815,-0.13811,-0.84814
-0.29922,1.1106,0.17333,-0.48585,-1.4381
-0.27329,1.7955,-0.32275,-0.53291,-1.5685
-0.26032,-0.64336,-0.52391,-1.581,2.0588
-0.23439,-0.51516,-0.50228,1.0783,-0.68973
-0.22142,-0.41756,-0.04396,-2.8349,2.5813
-0.20846,0.10417,1.1337,1.3918,-3.2473
-0.18253,-0.45953,-0.19707,0.69783,-0.67864
-0.16956,-0.58809,-1.0399,-0.25829,1.2285
-0.15659,0.57801,0.11287,-0.19822,-1.1345
-0.13066,0.048595,1.0803,0.54205,-2.3079
-0.1177,-0.0094243,0.39344,-0.093292,-0.94039
-0.091765,-0.74727,-0.8626,-0.39489,1.3409
-0.0788,0.21197,1.2778,-0.079301,-2.0592
-0.065834,0.13775,-0.69814,-0.18249,0.097097
-0.039903,0.85252,0.11465,0.29373,-1.8876
-0.026937,0.44764,-0.566,0.15342,-0.66899
-0.0010055,-0.3325,-0.96423,0.52413,0.13585
0.01196,1.1271,-1.4779,-1.1904,0.89133
0.024926,-0.36066,-1.3696,1.1384,-0.030433
0.050857,-1.2332,-0.80094,-1.197,2.5417
0.063823,1.6279,0.19728,1.423,-3.838
0.089754,0.22348,-1.0763,-0.5157,0.71795
0.10272,1.9721,-0.55076,1.4187,-3.4221
0.11569,0.94417,-0.56527,1.8247,-2.7929
0.14162,-0.49557,-0.41237,1.1156,-0.83578
0.15458,-2.0658,-0.48961,-1.1232,2.9768
0.16755,-0.56935,0.27115,0.38295,-0.73234
0.19348,-0.50327,0.99354,0.031162,-1.1781
0.20645,-0.49907,0.2999,-1.6218,1.1302
0.23238,-0.25444,2.2016,0.79998,-3.3868
0.24534,0.37658,-1.4349,0.10641,0.31868
0.25831,1.2392,0.19359,-0.54469,-1.5274
0.28424,-0.96215,0.36436,-0.38956,0.31625
0.29721,-0.91504,-0.55351,-1.3042,2.0852
0.32314,-0.50429,0.97696,-0.094361,-1.0377
0.3361,-0.49553,0.24697,-0.8511,0.42611
0.34907,-1.048,-0.58145,0.37128,0.60552
0.375,-1.333,-0.95427,0.36294,1.2683
0.38797,-1.6809,0.67023,-0.11376,0.44711
0.4139,1.9022,-0.13616,-0.44125,-1.9504
0.42686,-0.01783,-2.8841,-1.8423,4.0665
0.43983,-1.64,-0.3701,-0.63053,1.956
0.46576,-0.16061,0.28666,-1.2251,0.42238
0.47873,-1.3398,1.1832,-0.59523,0.067603
0.49169,-0.30445,-1.6185,0.54141,0.74775
0.51762,1.2409,-0.82112,-1.7732,0.69029
0.53059,1.2368,-1.4884,0.61676,-0.97338
0.55652,0.20004,-1.8102,1.3812,-0.3778
0.56948,-0.82259,-1.9878,0.96287,1.2161
0.58245,0.61942,-0.69889,0.53566,-1.0786
0.60838,-0.85661,0.69374,1.4135,-1.8814
0.62135,1.1264,-2.4863,1.4237,-0.65282
0.64728,0.81766,-0.18351,-1.0264,-0.26305
0.66024,0.63161,-1.2844,-2.0734,2.0484
0.67321,-1.1629,-0.35524,1.1995,-0.31829
0.69914,0.41878,-0.97736,1.2773,-1.327
0.71211,0.65031,-0.77541,2.1958,-2.6557
0.73804,-0.20987,0.35186,-0.76506,-0.044419
0.751,0.2648,-2.0482,-0.75007,1.8816
0.76397,-0.33726,-0.1609,-0.082561,-0.072078
0.7899,2.2784,-0.45591,0.30338,-2.7281
0.80287,-0.34817,-0.68158,0.71805,-0.32194
0.81583,1.4774,1.3601,0.66396,-4.1142
0.84176,-0.66079,0.92072,-0.58931,-0.34317
0.85473,-0.36124,-0.8617,-1.4041,1.947
0.88066,-0.83409,0.07154,0.31706,-0.20708
-2.1409,-0.012009,0.91637,-0.29321,-1.2545
-2.102,-0.18337,0.35143,-1.0674,0.23809
-2.089,0.4744,0.054934,-1.1971,0.01497
-1.5964,0.64868,-0.22635,0.88511,-1.9107
-1.5834,-1.3125,0.13396,1.3472,-0.79376
-1.5445,-1.8095,0.061707,-0.83624,1.9032
-0.42944,0.26603,-1.9765,0.81307,0.29215
-0.40351,0.073102,-1.0767,-0.18303,0.55348
-0.39054,0.068298,1.345,-0.64769,-1.4169
-0.37758,1.0543,0.93205,-0.60749,-2.0124
-0.35164,0.14611,-0.18763,-0.88171,0.27298
-0.33868,0.38591,2.277,-1.7215,-1.6143
-0.31275,-1.2664,1.3396,-1.7109,0.94205
-0.29978,0.44196,-0.68782,1.1227,-1.4766
-0.28682,-0.33625,-0.0016897,0.8349,-1.1176
-0.26088,0.54435,-0.31153,-0.19582,-0.66545
-0.24792,-0.21659,-0.5468,0.33701,-0.20156
-0.22199,-0.31744,0.80868,-0.028204,-1.105
-0.20902,0.27022,0.36624,-0.43302,-0.84364
-0.19606,0.014312,-0.093314,-0.097037,-0.4593
-0.17012,-0.38862,-0.40997,1.9068,-1.7047
-0.15716,1.9761,0.69411,-0.1102,-3.1673
-0.14419,-0.97048,0.35595,0.45617,-0.48174
-0.11826,1.0388,-0.050157,-1.9805,0.331
-0.1053,1.3424,-0.28315,-1.2107,-0.48693
-0.079365,-0.48786,-1.2907,-1.3416,2.4534
-0.066399,-1.9926,0.59376,1.2101,-0.45164
-0.053434,1.9759,0.31409,-0.81929,-2.0924
-0.027502,-2.7653,-0.49798,1.7645,0.86206
-0.014537,0.19278,0.14098,1.3522,-2.2873
0.011395,-0.52721,-1.954,-0.1873,2.0287
0.02436,0.62975,-1.0937,0.46374,-0.6098
0.037326,-0.67182,1.1829,1.2176,-2.35
0.063258,0.6051,1.0112,-0.291,-1.9592
0.076223,-0.10971,0.46285,-1.1656,0.1498
0.10215,1.6324,0.99612,0.79774,-4.0199
0.11512,0.53424,-0.5203,0.32964,-0.95995
0.12809,-0.2426,0.17297,-0.80456,0.21836
0.15402,1.1352,0.32759,0.1185,-2.1956
0.16698,0.28196,-0.19365,-1.3125,0.56663
0.17995,-0.057873,-0.30739,0.38033,-0.64033
0.20588,1.0094,-0.5929,-0.91206,-0.14046
0.21885,1.0837,-0.43647,-0.82561,-0.45503
0.24478,-0.46816,0.64563,-1.2478,0.39966
0.25774,0.42404,-0.2934,-0.10288,-0.65614
0.27071,-1.4103,-0.068276,1.4198,-0.56565
0.29664,1.2416,1.2118,-1.0772,-2.018
0.30961,0.12321,-0.39999,1.1526,-1.4809
0.33554,0.23269,-0.53296,-1.0119,0.66154
0.3485,0.037779,-2.9192,0.42735,1.8398
0.36147,-0.48539,0.85175,-0.9679,-0.063909
0.3874,1.8705,2.424,2.0087,-6.8711
0.40037,-0.39113,-0.81731,1.3587,-0.75755
0.4263,0.8061,1.2468,1.7849,-4.4236
0.43926,0.39953,1.0256,1.1433,-3.174
0.45223,-1.2177,1.0616,-0.62013,0.1063
0.47816,-0.4439,1.7377,-1.7746,-0.2046
0.49113,0.52306,-0.91452,0.25857,-0.48394
0.50409,1.1744,0.95482,-1.0636,-1.7074
0.53002,1.3561,0.053296,-0.4364,-1.5952
0.54299,0.22894,0.75141,0.4094,-2.0133
0.56892,0.95943,0.43803,0.88566,-2.8836
0.58189,1.7127,-0.28649,1.0357,-3.045
0.59485,0.4069,-0.49719,0.040384,-0.57492
0.62078,-0.35409,-1.134,1.4117,-0.52815
0.63375,-2.0347,0.60689,-0.87292,1.6137
0.65968,-1.2839,-0.56017,1.1221,0.094588
0.67264,0.8684,-1.894,-0.91259,1.3042
0.68561,0.79887,-0.99162,1.9624,-2.3443
0.71154,0.64787,0.76412,0.47921,-2.5066
0.72451,-0.021944,-0.041453,0.52437,-1.0834
0.75044,0.61242,-1.1906,0.55771,-0.5875
0.7634,-0.84438,-2.3425,0.34125,2.2137
0.77637,-0.3596,0.13629,1.3409,-1.7279
0.8023,-0.015189,-0.63685,-0.41803,0.42895
0.81527,-1.0294,0.26093,0.89576,-0.75833
0.82823,-1.0591,-0.78349,1.0718,0.14655
0.85416,0.23121,1.2611,-0.73854,-1.4042
0.86713,-0.094592,0.080372,2.0392,-2.6155
0.89306,-1.4368,-1.886,0.85595,1.8354
-2.1285,0.036965,-0.5038,0.77485,-0.90999
-2.0896,1.121,-1.9585,-1.517,1.7238
-2.0766,1.7912,-0.27789,-0.72287,-1.3985
-1.5969,-0.64226,-0.98527,-1.0558,2.0319
-1.584,-1.3158,1.3045,-0.80185,0.14923
-1.571,-2.4204,-0.019434,-0.5587,2.3269
-1.5451,-0.35095,0.53297,-0.048815,-0.76279
-0.41704,-0.24231,-0.16581,-0.11302,-0.10589
-0.39111,0.72034,-0.81056,-0.13262,-0.38737
-0.37814,0.38918,0.7903,0.069323,-1.865
-0.36518,1.5942,0.34618,-0.015143,-2.5228
-0.33924,1.0091,-0.12364,-0.9386,-0.57248
0.67208,0.12186,0.36162,1.5427,-2.6127
0.68505,0.10434,-1.0132,0.36332,-0.06275
0.69801,0.37546,0.80018,0.31234,-2.099
0.72394,1.7768,-0.6554,2.9854,-4.6322
0.73691,0.37152,-0.19012,-0.076696,-0.72119
0.76284,-1.3595,-1.0997,-0.23495,2.0499
0.77581,-0.038731,0.05169,-0.083827,-0.55301
0.78877,0.017456,-1.3909,-0.49746,1.2434
0.8147,1.2396,-0.4027,-0.91108,-0.54631
0.82767,-0.61351,2.0817,0.10275,-2.2064
0.84063,1.002,0.34621,-0.013722,-1.9414
0.86656,-1.217,1.1549,0.074793,-0.6552
0.87953,0.63745,-2.6064,0.93825,0.44862
0.90546,-2.1709,1.0285,0.83998,-0.33781
-2.1161,0.27908,-0.89297,-1.1623,1.1491
-2.0772,0.12532,-1.3087,-0.78319,1.3467
-2.0642,1.0307,0.059662,-0.01889,-1.6646
-1.5845,0.85888,-0.6874,0.060387,-0.82358
-1.5716,-1.0225,1.0437,-0.16563,-0.48749
-1.5327,-1.1084,-0.16579,-0.02794,0.67578
-0.40464,0.92099,0.33515,-0.9037,-0.96774
-0.37871,-0.45188,-0.78831,-0.74806,1.3584
-0.36574,0.52081,-1.1689,0.57875,-0.51473
0.87897,-0.30642,0.63783,-1.3004,0.32466
0.89193,-0.32866,-0.56648,0.47859,-0.18503
0.91786,-0.35813,1.0526,-0.56835,-0.7565
-2.1037,0.73168,-0.73866,0.28158,-0.85081
-2.0648,0.74733,0.412,1.383,-3.0977
-1.5721,1.7183,0.15378,-0.83188,-1.6283
-1.5592,0.6882,1.014,0.36443,-2.6474
-1.5203,0.06789,0.88404,-1.1457,-0.42956
-1.4165,1.4922,-0.95714,-0.97244,-0.15374
-0.39224,0.74343,0.6749,1.1524,-3.1321
-0.36631,2.2323,1.1244,0.77825,-4.6826
-0.35334,0.50165,1.0462,0.75432,-2.8773
0.89137,2.2239,1.3517,1.5366,-5.6441
0.90433,0.55936,1.4807,0.0090254,-2.6412
0.93026,-0.42285,-0.97063,-1.0043,1.7758
-2.0913,-1.319,-0.54391,0.4497,0.82029
-2.0524,-0.52858,-0.23125,0.94769,-0.75841
-1.5597,-0.11426,-0.73721,0.99415,-0.70405
-1.5467,0.54847,-1.9375,0.8161,0.021966
-1.5338,-0.15634,-0.012077,0.029177,-0.44639
-1.4949,0.51548,0.39274,-0.94081,-0.56516
-1.469,-0.61623,0.65395,-0.88703,0.23408
-0.37984,0.36522,1.0439,-0.13525,-1.8584
-0.35391,0.97793,-0.39639,-0.46101,-0.69787
-0.34094,-0.53852,-0.64453,1.3128,-0.69106
-0.32797,0.75337,-0.045438,0.67316,-1.9381
-0.30204,1.2151,0.32796,-0.98687,-1.1438
-0.28908,0.40554,-0.05283,1.2761,-2.178
-0.26315,1.8963,0.0073115,0.34781,-2.7978
-0.25018,2.1884,-0.7846,-0.53583,-1.4267
0.90377,2.4991,0.43951,0.86727,-4.3327
0.91673,1.1121,-0.21963,0.40526,-1.8544
0.94266,0.37696,0.22715,0.24666,-1.424
-2.0789,-0.1738,0.41186,-1.0911,0.25356
-2.053,-1.3991,-1.8273,-1.5889,4.1927
-2.04,-0.72087,-0.58075,0.064815,0.65737
-1.5473,-0.066513,-0.20123,0.032412,-0.33574
-1.5343,0.79115,3.2164,0.87736,-5.4349
-1.5214,1.2082,-0.039112,0.24955,-1.9654
-1.4955,-1.4902,1.9452,-0.35161,-0.71222
-1.4436,-0.13828,0.41576,-1.0103,0.13566
-0.36744,1.0237,0.58526,0.38239,-2.5401
-0.34151,-0.19603,0.080236,1.1045,-1.5391
-0.32854,0.3061,-0.1346,1.768,-2.4666
-0.27668,1.6701,0.44879,0.51576,-3.1698
-0.25075,-0.61391,-0.11063,-0.064437,0.20686
-0.23778,0.80695,-0.018488,0.12137,-1.4658
-0.22481,-0.87187,-0.80932,-0.26915,1.3619
-0.19888,0.32876,-0.6919,0.14671,-0.34432
-0.18592,0.13697,-0.44887,-0.49599,0.22917
-0.15999,0.56326,-0.76993,-0.52198,0.15712
0.91617,-1.2322,-0.005168,-0.82336,1.4518
0.92913,1.3013,1.2378,0.95667,-4.0296
0.95506,0.91511,0.48477,0.60454,-2.5496
-2.0665,-0.79466,-0.89484,-0.47731,1.5877
-2.0276,0.25849,2.1665,0.26608,-3.2471
-1.509,-1.9043,1.1026,-0.27839,0.48151
-1.4831,0.21461,1.7412,-0.31185,-2.212
-1.4701,-0.49516,1.0459,-1.7597,0.60002
-1.4442,1.2832,-0.071115,0.32313,-2.0666
-1.4182,0.50139,-0.59348,-0.069406,-0.38915
-1.3923,0.24786,-0.97113,0.52697,-0.34397
-0.35504,-0.069362,1.1312,-0.44405,-1.1912
-0.32911,-0.44032,0.67985,-1.917,1.0671
-0.31614,1.1831,0.21063,0.75282,-2.6709
-0.21241,-0.33984,-2.0103,1.265,0.55529
-0.18648,-0.8261,-1.2452,0.83386,0.68794
-0.17352,0.40516,-1.4694,-1.0028,1.4971
-0.14759,-1.2346,1.0181,-1.4146,1.0183
-0.13462,-0.80072,-0.57802,0.29536,0.52023
-0.12165,0.17884,-0.45471,0.25044,-0.52369
-0.095723,-0.3886,-0.30378,0.29724,-0.16238
-0.082758,0.76239,1.2963,-0.7206,-1.9051
-0.069792,0.42226,0.020741,0.88418,-1.86
-0.04386,1.5958,-0.1153,0.21942,-2.2285
-0.030895,-0.7075,-1.6261,0.75967,1.0259
-0.0049634,-0.91726,0.33588,-2.0023,1.9651
0.0080023,-0.86626,0.0061657,-1.665,1.9159
0.92857,0.39877,1.7609,-0.67734,-2.0556
0.94153,1.9597,-1.3004,1.8853,-3.0269
0.96746,-0.0061433,-1.0921,-0.067018,0.60828
-2.0541,-1.2964,-0.90664,-0.12478,1.7611
-2.0152,-1.0536,-0.30541,0.87082,-0.054696
-2.0022,1.1144,2.3986,-0.94363,-3.1269
-1.5484,-1.5063,0.66843,-1.3,1.5369
-1.4577,-0.36218,-0.78223,-0.55637,1.1389
-1.4318,-0.15476,1.8298,-0.0079936,-2.2221
-1.4188,-0.9025,0.055178,-0.20507,0.48703
-1.3669,-1.9713,0.48034,0.077682,0.83594
-0.34264,0.11504,-0.87746,-0.3897,0.60172
-0.31671,-0.54997,0.62642,1.0419,-1.6525
-0.30374,-0.40891,-0.61592,0.54401,-0.0581
-0.13519,-0.63444,0.10908,-0.34318,0.30417
-0.12222,-1.4308,-0.49229,1.1714,0.21004
-0.10925,-0.87419,0.58508,-1.2167,0.91693
-0.083323,-0.21607,-0.41967,-1.5987,1.6508
-0.070357,1.0616,-0.41025,2.364,-3.4916
-0.057392,0.32203,0.079992,-0.96985,0.0048066
-0.03146,0.50948,0.56086,-1.412,-0.22973
0.020403,0.27977,-0.11772,0.82135,-1.507
0.033368,1.9388,-1.3042,0.44104,-1.5776
0.0593,0.53322,0.7241,-0.11945,-1.6809
0.94097,0.29924,-0.64657,-0.35292,0.15281
0.95393,-0.10876,0.69709,-0.71977,-0.43486
0.97986,0.88711,-1.314,-1.5329,1.3977
-2.0417,0.78218,0.22408,2.0209,-3.505
-2.0028,-0.13092,-0.71131,1.7553,-1.4082
-1.9898,-0.96961,1.0534,0.30869,-0.93832
-1.4194,0.24046,0.55236,0.095368,-1.4181
-1.4064,0.52288,-0.44911,0.6563,-1.2399
-1.3934,0.18001,1.8427,-1.234,-1.3531
-1.3675,1.3422,-1.1403,-1.2506,0.51195
-1.3416,-0.15001,-0.33613,1.1226,-1.147
-1.3156,-1.942,-0.95668,1.012,1.3475
-0.33024,2.045,-2.1702,-0.98529,0.594
-0.30431,-0.66976,-0.89101,0.4911,0.53884
-0.29134,1.3753,-1.3764,-0.045323,-0.46244
-0.096854,0.18532,0.59318,1.514,-2.7922
-0.070923,-0.99931,-1.0599,-0.013993,1.5266
-0.057957,-0.53646,1.0846,0.15106,-1.2418
-0.044991,3.2837,-0.95959,-0.82647,-1.995
0.0717,0.34857,-0.31659,-1.0175,0.43562
0.084666,-1.4713,-0.39824,0.434,0.88922
0.1106,0.3519,0.41566,1.1545,-2.4264
0.95337,1.0881,-1.175,0.83579,-1.2436
0.96633,0.5185,-0.26115,-0.68572,-0.11172
0.99226,0.70028,-0.46125,-0.96606,0.18427
-2.0293,0.21121,0.57196,1.1297,-2.408
-1.9904,0.49075,-1.7689,-1.2502,1.9927
-1.9774,2.3882,2.2039,-0.70193,-4.3967
-1.9126,0.065606,0.79853,-1.6645,0.24057
-1.381,0.0039071,0.14957,0.030426,-0.70518
-1.3551,-0.42985,-0.50059,0.90284,-0.47918
-1.3421,-0.20913,-0.54596,-1.4159,1.6167
-1.3292,1.3332,1.549,-0.22146,-3.1712
-1.2903,-0.96792,-0.22718,0.22341,0.44058
-1.2643,-1.9637,0.63929,0.18412,0.58984
-1.2514,0.054615,-0.44722,-0.18952,0.058733
-0.31784,2.066,-0.73733,0.53866,-2.3421
-0.2919,-1.6544,0.23827,-0.74417,1.5955
-0.27894,-1.6123,0.56867,-1.5678,2.0282
-0.058522,0.8259,-0.16341,0.902,-2.0526
-0.045557,1.0127,-0.55742,0.38919,-1.3397
-0.032591,-0.0023742,0.50578,1.1124,-2.1145
-0.0066596,0.69584,-0.60308,0.48692,-1.0776
0.123,-0.50244,-0.88285,0.48173,0.3876
0.13596,0.73897,-1.1837,0.21882,-0.27536
0.96577,0.99212,0.108,-0.8573,-0.76798
0.97873,-0.77323,0.78704,-0.36152,-0.1965
1.0047,-0.71521,1.3852,-1.3743,0.13677
-2.0169,1.1054,-0.79759,0.71812,-1.4992
-1.991,-1.4077,-0.91029,0.77244,1.0343
-1.978,-0.029684,-2.7392,1.9126,0.39771
-1.965,1.9368,0.71688,0.95295,-4.0665
-1.4594,-1.6623,0.15587,0.20342,0.77176
-1.3297,0.37363,0.82433,0.30409,-2.0012
-1.3168,-1.6483,0.099431,0.16068,0.85644
-1.2908,-0.37167,-0.6693,-0.34058,0.8613
-1.2779,0.087087,0.51829,0.35837,-1.4652
-1.226,-0.089646,1.2647,0.60967,-2.2858
-1.2001,0.65649,-2.2474,-0.85068,1.9314
-0.30544,0.84161,0.3382,-1.8424,0.12509
-0.2795,-0.20857,-0.81581,0.81569,-0.28303
-0.26654,-1.741,-0.099728,1.2382,0.093683
-0.033156,-0.66508,-0.98389,1.3828,-0.21976
-0.020191,-1.7778,-1.3656,1.2568,1.3817
0.0057407,-0.84245,0.78714,0.99854,-1.4461
0.14836,2.5762,-0.052327,-1.0251,-1.9897
0.16133,0.83916,0.25896,0.50873,-2.0923
0.97817,-0.12236,0.62157,1.0022,-1.9923
0.99113,1.7337,-0.046171,0.33441,-2.4962
1.0171,0.86844,-1.0071,-0.17238,-0.18491
-1.9786,0.3484,0.80678,-1.0898,-0.58312
-1.9526,0.27614,1.0112,2.0732,-3.8104
-1.2784,-0.26034,0.69003,1.5216,-2.4207
-1.2655,0.41533,0.72786,-0.43674,-1.2085
-1.2395,0.4816,0.62512,0.67031,-2.2533
-1.2266,1.3397,-0.80736,0.53142,-1.5249
-1.1747,0.59611,1.91,0.99043,-3.9681
-1.1488,-0.21954,-0.74609,0.35132,0.12442
-0.29304,0.77148,0.39318,-0.11555,-1.5374
-0.2671,1.7627,2.0774,1.2664,-5.5542
-0.25414,-0.84075,0.17649,0.65535,-0.48706
-0.0077904,-0.46324,1.1742,0.40698,-1.6166
0.018141,-0.21201,-0.81622,-0.41966,0.94135
0.031107,-0.51799,1.2598,1.223,-2.4466
0.057038,-0.39745,-0.2551,1.5796,-1.3943
0.070004,0.44205,-1.4469,-0.216,0.73114
0.082969,-0.71642,-1.2836,-0.12494,1.6185
0.1089,0.29687,0.92711,1.3272,-3.0168
0.12187,0.30832,-0.57014,-1.088,0.83597
0.17373,-0.478,0.43189,-2.0388,1.5345
0.19966,0.94159,2.2859,-1.7754,-1.9803
0.99057,-0.44001,0.081615,-0.89376,0.72868
1.0035,-0.24569,0.10325,-0.24167,-0.12201
1.0295,2.0914,0.118,0.69428,-3.3524
-1.9662,-0.93436,0.39857,-0.69757,0.71786
-1.9402,-0.10869,-0.64613,-1.1132,1.3598
-1.9143,-0.25738,0.1129,-0.72509,0.36504
-1.3568,1.9511,-0.62242,1.5816,-3.3269
-1.2271,-0.24201,-0.81693,-1.4026,1.9453
-1.2142,-0.57421,1.7178,1.2772,-2.8914
-1.2012,0.19088,-0.4511,1.0342,-1.2309
-1.1753,1.1295,0.47058,-0.95726,-1.1318
-1.1623,1.2493,-0.35319,-0.26728,-1.098
-1.1234,0.49726,-0.88445,-1.6483,1.5257
-1.1104,0.43969,-1.3555,0.88685,-0.42436
-1.0845,0.19512,-0.78726,2.0262,-1.8679
-1.0715,0.23384,-0.29804,-0.66215,0.23227
-1.0456,1.0856,-0.82039,0.33773,-1.0599
-1.0326,-1.6578,0.77136,-0.12181,0.49281
-0.28064,-1.2177,0.088684,-0.92586,1.5309
-0.2547,-0.37569,0.49143,1.0672,-1.6511
-0.24174,0.64983,-1.4324,-0.49573,0.7981
0.09537,0.84536,-0.063362,0.3986,-1.6424
0.1213,0.65396,-1.4841,-0.33233,0.68616
0.13427,-0.4837,0.33718,1.4818,-1.7954
0.1602,-0.60079,-1.4587,2.1262,-0.50872
0.17316,-0.98515,1.7199,-0.42146,-0.82782
0.18613,0.67683,0.41424,0.6327,-2.1846
0.21206,-0.91344,1.136,-0.63495,-0.10375
0.22503,-0.71213,0.88382,1.1383,-1.7831
0.74365,-1.1949,-1.5788,-0.19339,2.4651
0.76959,0.45116,0.95476,0.013758,-1.8995
1.003,1.415,-0.97545,-2.2123,1.2652
1.0159,-2.0303,0.15553,-1.3111,2.6404
1.0419,-0.97521,-0.29043,0.57719,0.20262
-1.9538,-0.48618,-1.0246,-1.6371,2.6358
-1.9408,2.51,2.0458,1.1328,-6.1024
-1.9278,-1.522,1.6153,-1.0836,0.46547
-1.9019,-0.75912,0.76621,0.59985,-1.0798
-1.2407,-0.29858,1.9979,0.37667,-2.5505
-1.1629,-0.90337,1.4271,0.4878,-1.4913
-1.1499,0.77425,0.20047,-1.1373,-0.32257
-1.124,-1.0307,-0.48962,1.3533,-0.2895
-1.111,-1.8228,-0.78479,-2.0437,4.1084
-1.098,-1.4251,0.34754,0.60959,-0.013859
-1.0721,0.28978,1.1136,-0.1448,-1.7324
-0.98135,-0.14183,-0.6406,1.5361,-1.1916
-0.96838,-0.70912,1.5652,0.3253,-1.6621
-0.95542,0.7897,-0.092873,-1.7441,0.54991
-0.92949,1.2531,0.9475,-1.4035,-1.283
-0.91652,1.4941,-0.19292,-1.2753,-0.5015
-0.26824,0.77427,0.81284,0.13736,-2.1835
-0.2423,-0.607,-0.35521,0.85571,-0.35471
-0.22934,-0.045393,-0.73737,0.3146,0.0050969
0.1726,-1.4468,0.54543,-0.65404,1.0448
0.18556,-1.0149,0.69117,-1.1322,0.94107
0.19853,0.022446,0.63142,0.044463,-1.1707
0.22446,1.2294,1.4862,-1.0567,-2.1393
0.23743,0.2453,-0.056812,-0.81517,0.1411
0.26336,0.66996,-0.47327,-1.0654,0.38564
